,content,type
937, calm sea course kept oh much calmer southern sea many nameless mate keen breeze wafted mother old wept soul child taken slept companion partner ease green soul autumn tree silent space swept virgin body gave gentle breath untainted god grieve merit holy death shall loiter long friend living made goodlier live dead make easier die ii part hath passed away peopled forest mind tree made leafless wintry wind shall never green array chapel fireside country road bay something friendliness resigned another would could find grown much older day yet treasure memory gift charity mellow ease dear honour amity mine life rich scarce know part may greater keep rob iii bark lie anchored peaceful bight kinder wind unfurl sail docile spirit winged gale hath dawning fled light half know heaven deemed right youth joy youth fail god hath still ever avail eternity hath borrowed delight long ago taught thought run great thing live lived yore eternal quiet float soar love gathered one change parting revolution moon sun iv deep heart chime would still rung toll passing dead time sadder mask death may spread face ever young bough fall trophy hung fall soon lay flowercrowned head royal dust leaf shed unhallowed unchiselled unsung though world never hear happy name one gently true chronicle write large fatal year yet loved though keep whatsoeer good rear weak virtue monument,Nature
938, michael anania tracing selected poem copyright 1994 michael anania used permission asphodel pressacorn alliance,Nature
939, come moment rare cause find little voice air sound sea wind sea wind obey sighing sighing double note double bass content play droning chord little throat little throat sing rise light lovely ease kind magical sweet surprise hear know little voice bee fly leaf tap pod break breeze grasstops bending shrill quick sound insect make,Nature
940, michael anania waiting selected poem copyright 1994 michael anania used permission asphodel pressacorn alliance,Nature
941, archibald macleish waystation collected poem 19171982 copyright 1985 estate archibald macleish reprinted permission houghton mifflin company right reserved,Nature
942, conrad aiken surprised collected poem copyright 1953 conrad aiken reprinted permission brandt hochman literary agent inc,Nature
943, kenneth slessor winter dawn selected poem published harpercollins publisher australia used permission,Nature
944, even iron put forth even iron iron age let u take heart seeing iron break bud seeing rusty iron puff cloud blossom almondtree december bare iron hook sticking earth almondtree know deadliest poison like snake supreme bitterness upon iron upon steel odd flake snow odd bit snow odd crumb melting snow mistake sky iron steel flying heaven storming strange storming dense underearth along iron living steel rosehot tip flake rosepale snow setting supreme annunciation world nay heart delicate superfaith ironbreaking rusty sword almondtrees tree suffer like race long age wander exiled live exile long age like drawn blade never sheathed hacked gone black alien tree alien land yet heart blossom unquenchable heart blossom look manycicatrised frail vine none scarred frail yet see fling abroad fresh abandon small woundstump even wilful obstinate gummy figtree kept hell burst like polyp prolixity almondtree exile iron age ancient southern earth whence vas baked amphora crater cantharus oenochoe openhearted cylix bristling iron almondtrees iron unforgotten iron dawnhearted everbeating dawnheart enveloped iron exile age see come forth blossom snowremembering heart longnighted january long dark night evening star sirius etna snowwind long night sweating drop blood longnighted gethsemane blossom pride honeytriumph exquisite splendour oh give tree life blossom cross sprouting superb fearless flower something must reassuring almond evening star snowwind long long night memory far sungentler land faith heart smile blood ripple untenable delight oncemorevindicated faith gethsemane blood iron pore unfolds unfolds pearl tenderness bud great sacred forthcoming step forth step one stride naked tree blossom like bridegroom bathing dew divested cover frailnaked utterly uncovered green nightbaying dogstar etna snowedged wind january loudseeming sun think iron fastness suddenly dare come naked perfection blossom beyond swordrust think stand fullunfolded nudity smiling snowwind sunglare dogstar baying epithalamion oh honeybodied beautiful one come forth iron red heart fragiletender fragiletender lifebody fearless iron time much prouder disdainful reluctance distance like hoarfrost like silvery ghost communing green hill hoarfrostlike mysterious garden raying body like spray dawntender looking insuperable subtlysmiling assurance swordbladeborn unpromised bound set flaked come unpromised tree lifedivine fearing nothing lifeblissful core within iron earth knot pink fishsilvery heaven blue blue heaven soundless blissfull widerayed honeybodied red core red core knotted heaven upon fine light open open five time wide open six time wide open given perfect red core last soreheartedness soreheartedlooking,Nature
945, wallace stevens anecdote jar collected poem copyright 1923 1951 1954 wallace stevens used permission alfred knopf imprint knopf doubleday publishing group division random house llc right reserved,Nature
946, archibald macleish ar poetica collected poem 19171982 copyright 1985 estate archibald macleish reprinted permission houghton mifflin company right reserved,Nature
947, hart crane melville tomb complete poem hart crane hart crane edited marc simon copyright 1933 1958 1966 liveright publishing corporation copyright 1986 marc simon used permission liveright publishing,Nature
948, evening sitting terrace sun west beyond pisa beyond mountain carrara departs world taken surprise tired flower florence gloom beneath glowing brown hill surrounding arch ponte vecchio green light enters stream flush west current obscure arno look see thing flying day night swallow spool dark thread sewing shadow together circle swoop quick parabola bridge arch light push sudden turning upon thing air dip water think swallow flying late swallow dark airlife looping yet missing pure loop twitch twitter elastic shudder flight serrated wing sky like glove black glove thrown light falling back never swallow bat swallow gone wavering instant swallow gave way bat ponte vecchio changing guard bat uneasy creeping one scalp bat swoop overhead flying madly pipistrello black piper infinitesimal pipe little lump fly air voice indefinite wildly vindictive wing like bit umbrella bat creature hang like old rag sleep disgustingly upside hanging upside like row disgusting old rag grinning sleep bat china bat symbol happiness,Nature
949, note shall see trulyyour blood remembering first invasion secrecy first encounter kind chieftain loverhis shade haunt lake hill,Nature
950, bronze general grant riding bronze horse lincoln park shrivels sun day motor car whirr long procession going somewhere keep apppointment dinner matinee buying selling though dusk nightfall high wave piling slab promenade along lake shore near seen general dare comber come closer make ride bronze horse hoof gun storm ii cross lincoln park winter night snow falling lincoln bronze stand among white line snow bronze forehead meeting soft echo newsies cry forty thousand men dead along yser bronze ear listening mumbled roar city bronze foot lithe indian bronze pony shakespeare seated long leg bronze garibaldi bronze cape hold place cold lonely snow tonight pedestal hold past midnight dawn,Nature
951, elinor wylie cold blooded creature selected work elinor wylie edited evelyn helmick hively kent ohio kent state university press 2005 reprinted permission kent state university press,Nature
952, wasted garden body drawn grass feed flock evergreen bear fruit along shaded walk vain sigh heard vainer dream dreamed close communion departed soul apple tree loved watched pruned gnarled hand long long year root northernspy move chemic change circle life soil flesh tree living epitaph redder apple,Nature
953, large dark hand window lifted grasping golden light weave way creeper leaf heart delight ah leaf west west see redness come evening burning breast ti wound love go home woodbine creep abroad calling low lover sunlit flirt day poised lip play stolen kiss shallow gay pollen gone away woos moth sweet low word broad wing hover bright breast uncover yield honeydrop lover yellow evening glow saunter man farm lean look lowbuilt shed hang swallow marriage bed bird lie warm wall glance quick startled eye towards turn away small head making warm display red upon throat terror sway nest warm busy ball whose plaintive cry heard fly one blue stoop sty evening empty hall oh waterhen beside rush hide quaint unfading blush still quick tail lie dead till distance fold ominous tread rabbit press back ear turn back liquid anguished eye crouch low wild spring spurt terror oncoming choked back wire ring frantic effort throttling piteous brown ball quivering fear ah soon large hard hand dy swing loose swing walk yet calm kindly eye ready open brown surprise answer talk tear surmise hear hand latch rise chair watching door open flash bare strong teeth smile flash eye smile like triumph upon carelesswise fling rabbit soft table board come towards ah uplifted sword hand bosom oh broad blade hand raise face applaud coming raise face caress mouth finger still smell grim rabbit fur god caught snare know fine wire round throat know let finger pulse life letting nose like stoat sniff joy drink blood mouth come mouth dark bright eye descend like fiery hood upon mind mouth meet mine flood sweet fire sweep across drown within die find death good,Nature
954, hart crane cutty sark complete poem hart crane edited marc simon copyright 1933 1958 1966 liveright publishing corporation copyright 1986 marc simon used permission liveright publishing,Nature
955, see grass full star fallen brightness heart shining gold ray shining whiteness buttercup honeyed heart bee love clover love daisy dance meadow blow blow happy wind singing summer praise field field adancing daisy,Nature
956, archibald macleish definition frontier collected poem 19171982 copyright 1985 estate archibald macleish reprinted permission houghton mifflin company right reserved,Nature
957, hugh macdiarmid eemis stane selected poetry copyright 1992 alan riach michael grieve reprinted permission new direction publishing corporation,Nature
958, spring come burst bonfire green wild puffing emerald tree flamefilled bush thornblossom lifting wreath smoke wood fume watery flickering rush amazed spring conflagration green fire lit soil earth blaze growing spark puff wild gyration face people streaming across gaze fountain fire among leaping combustion spring spirit tossed like shadow buffeted throng flame shadow thats gone astray lost,Nature
959, never knew earth much gold field run hill hoary old young buoyant bloom flame thrill golden fire yellowlo good spendthrift world lavish god fringe wood blazing buttercup goldenrod beloved changed see face grow mystical night turned trembling worldand youwere white aye touched singing lip grow dumb field absorb color entire become goddess standing world fire,Nature
960, fog come little cat foot sits looking harbor city silent haunch move,Nature
961, hugh macdiarmid gairmscoile selected poetry copyright 1992 alan riach michael grieve reprinted permission new direction publishing corporation,Nature
962, rise morning linger watch spread bathcloth underneath window sunbeam catch glistening white shoulder side mellow golden shadow glow stoop sponge swung breast sway like fullblown yellow gloire de dijon rose drip water shoulder glisten silver crumple like wet falling rose listen sluicing raindishevelled petal window full sunlight concentrate golden shadow fold fold glow mellow glory rose,Nature
963, pray bare bare oh bough old oaktree go shade throw run shudder leaf green best trow sap ran free vein say moonlight dim weird guiltless victim pain bent hear sigh shook gurgling moan trembled sore rode away left alone theyd charged old old crime set fast jail oh dog howl night long night wind wail prayed prayer swore oath raised hand sky beat hoof smote ear steady tread drew nigh ride night night moonlit road spur keep pace galling goad beat prison door ho keeper stay friend hold within fain would take away ride fast heel mind wrong care innocence rope bear long fooled jailer lying word fooled man lie bolt unbar lock drawn great door open fly taken jail hard fast ride leader laugh low throat halt trunk beside oh judge wore mask black doctor one white minister oldest son curiously bedight oh foolish man weep ti little space time come shall dread memry face feel rope bark weight grain feel throe final woe touch last pain never shall leaf come forth bough bear ban burned dread dried dead curse guiltless man ever judge ride ride go hunt deer ever another ride soul guise mortal fear ever man ride hard never night stay feel curse haunted bough trunk haunted tree,Nature
964, dead bright april shake raindrenched hair tho lean brokenhearted shall care shall peace leafy tree peaceful rain bend bough shall silent coldhearted,Nature
965, spring world mud luscious little lame balloonman whistle far wee eddieandbill come running marble piracy spring world puddlewonderful queer old balloonman whistle far wee bettyandisbel come dancing hopscotch jumprope spring goatfooted balloonman whistle far wee,Nature
966, arise go go innisfree small cabin build clay wattle made nine beanrows hive honeybee live alone beeloud glade shall peace peace come dropping slow dropping veil morning cricket sings midnight glimmer noon purple glow evening full linnet wing arise go always night day hear lake water lapping low sound shore stand roadway pavement grey hear deep heart core,Nature
967, archibald macleish line prologue collected poem 19171982 copyright 1985 estate archibald macleish reprinted permission houghton mifflin company right reserved,Nature
968, little tree little silent christmas tree little like flower found green forest sorry come away see comfort smell sweetly kiss cool bark hug safe tight mother would dont afraid look spangle sleep year dark box dreaming taken allowed shine ball chain red gold fluffy thread put little arm ill give hold every finger shall ring wont single place dark unhappy youre quite dressed youll stand window everyone see theyll stare oh youll proud little sister take hand looking beautiful tree well dance sing noel noel,Nature
969, copyright 1996 estate mina loy right reserved,Nature
970, passed old farmer boothby field rugged straight stood body steeled stubbornness age met eye never flinched turned compromise luck cried good luckand waved arm knotted sailorlike farm maine could boast away turned pitch newcut hay walked leisurely bend showed working toward end one great path wearing eighty year like banner lifted wind cheer turned abruptlytook road cutting village one commanding view river strode briskly long pier showed frail boat kept indian landing canoe stepped paddle dipped leisurely downwards slim bark slipped water smoothly shot nose rippling current feeling rising river halfdeterrent pull paddle turned blade keep swerving round delayed watch curious waveeaten lock pas lazy turn picnicrocks blue eel flew u fish darted thousand way broad channel shrunk u wise noblehearted twilight leaned sunset mist parted thought tiptoe slunk green twisting alley kennebunk motionless meadow tree rock cow quiet dripped shadow like rain heavy bough treetoads started ringing ceaseless silver bell landlocked breeze came swinging censer earthy smell river tiny canon stretched dusky land like dark silent companion evening held hand hushed dawn bravado loud noon silenced cry quiet slipped shadow star slip sky must hour later tramping homeward piney wood felt year fly back brotherhood forest took usand saw satyr pool neck stood grinned see u stare incredulous startled remember fear flight feeling menace crafty night turned runwhen lo called u using name called drew creaking courage avenue birch till saw clearing sight longer tricky palegreen light familiar turn shrub friendly path farmer boothby woodland bath wood became background every tree seemed part stood erect shared beauty gnarled serenity quiet vigor age smiled squared shoulder time even night flowed though content native element happy move spirit quite old placid confident sideways turned still glistening unclad leaped bank light lad body moonlight dripping star went homeward pasturebars,Nature
971, moonmoth grasshopper flee page still wing untarnished name pinion body assuage envy freedomwe must maim usurper chagrined take wing scar hand name even clap wind must die understand dreamed men dropped name sang praise build day fin hoof wing sweetened fang struck free holy one name always,Nature
972, hart crane carib isle complete poem hart crane edited marc simon copyright 1933 1958 1966 liveright publishing corporation copyright 1986 marc simon used permission liveright publishing,Nature
973, hugh macdiarmid excerpt raised beach selected poetry copyright 1992 alan riach michael grieve reprinted permission new direction publishing corporation,Nature
974, need fear fall harvest laddered reach orchard tide gone ebbing steep beach hold pain effrontery body bulwark stern savage glass forsee anothers ravage gathered lost find lose possessed time loved men,Nature
975, winter evening settle smell steak passageway six oclock burntout end smoky day gusty shower wrap grimy scrap withered leaf foot newspaper vacant lot shower beat broken blind chimneypot corner street lonely cabhorse steam stamp lighting lamp ii morning come consciousness faint stale smell beer sawdusttrampled street muddy foot press early coffeestands masquerade time resume one think hand raising dingy shade thousand furnished room iii tossed blanket bed lay upon back waited dozed watched night revealing thousand sordid image soul constituted flickered ceiling world came back light crept shutter heard sparrow gutter vision street street hardly understands sitting along bed edge curled paper hair clasped yellow sol foot palm soiled hand iv soul stretched tight across sky fade behind city block trampled insistent foot four five six oclock short square finger stuffing pipe evening newspaper eye assured certain certainty conscience blackened street impatient assume world moved fancy curled around image cling notion infinitely gentle infinitely suffering thing wipe hand across mouth laugh world revolve like ancient woman gathering fuel vacant lot,Nature
976, willow carried slow sound sarabande wind mowed mead could never remember seething steady leveling marsh till age brought sea flag weed remembrance steep alcove cypress shared noon tyranny drew hades almost mammoth turtle climbing sulphur dream yielded sunsilt rippled asunder much would bartered black gorge singular nestings hill beaver learn stitch tooth pond entered quickly fled remember singing willow rim finally memory thing nurse city finally passed scalding unguent spread smoking dart monsoon cut across delta gulf gate beyond dyke heard wind flaking sapphire like summer willow could hold steady sound,Nature
977, twelve oclock along reach street held lunar synthesis whispering lunar incantation dissolve floor memory clear relation division precision every street lamp pas beat like fatalistic drum space dark midnight shake memory madman shake dead geranium halfpast one street lamp sputtered street lamp muttered street lamp said regard woman hesitates towards light door open like grin see border dress torn stained sand see corner eye twist like crooked pin memory throw high dry crowd twisted thing twisted branch upon beach eaten smooth polished world gave secret skeleton stiff white broken spring factory yard rust cling form strength left hard curled ready snap halfpast two street lamp said remark cat flattens gutter slip tongue devours morsel rancid butter hand child automatic slipped pocketed toy running along quay could see nothing behind child eye seen eye street trying peer lighted shutter crab one afternoon pool old crab barnacle back gripped end stick held halfpast three lamp sputtered lamp muttered dark lamp hummed regard moon la lune ne garde aucune rancune wink feeble eye smile corner smoothes hair grass moon lost memory washedout smallpox crack face hand twist paper rose smell dust old cologne alone old nocturnal smell cross cross across brain reminiscence come sunless dry geranium dust crevice smell chestnut street female smell shuttered room cigarette corridor cocktail smell bar lamp said four oclock number door memory key little lamp spread ring stair mount bed open toothbrush hang wall put shoe door sleep prepare life last twist knife,Nature
978, archibald macleish rock sea collected poem 19171982 copyright 1985 estate archibald macleish reprinted permission houghton mifflin company right reserved,Nature
979, wind wave riot loud foam put great quiet still home may lie ease wonder old ship wait hark surge strong thunder full strait look fishing fleet morning shadow like lost soul slide fog seal warning betrays shoal watch deepsea liner climbing bright west salmonsky wake shining like tern breast never know done ever old sea pride borne fight full endeavour ebb tide,Nature
980, maurice weep pine tree balmy air spring whisper sweet grass star sparkle whippoorwill call thou grievest soul lie rapturous blest nirvana eternal light go good heart husband brood upon call guilty love tell love le love wrought destiny flesh spirit spirit peace marriage heaven love,Nature
981, hugh macdiarmid sauchs reuch heuch hauch selected poetry copyright 1992 alan riach michael grieve reprinted permission new direction publishing corporation,Nature
982, earth build earth castle tower earth saith earth shall yea though plan reap rye corn lo bond sleep ere born yea though blind earth sow fruit sheaf shall harvest leaf rose dust leaf pride sword power need shall rule root flower fall seed follow flesh splendour tear shall rest clothe afresh fulness year dream dust came dawn set free shall pas flower flame foam sea earth build earth castle tower earth saith earth shall,Nature
983, may self song truth reckon journey jargon harsh day hardship endured oft bitter breastcares abided known keel many care hold dire seasurge oft spent narrow nightwatch nigh ship head tossed close cliff coldly afflicted foot frost benumbed chill chain chafing sigh hew heart round hunger begot mereweary mood lest man know dry land loveliest liveth list carewretched icecold sea weathered winter wretched outcast deprived kinsman hung hard iceflakes hailscur flew heard naught save harsh sea icecold wave while swan cry game gannet clamour seafowl loudness laughter mew singing meaddrink storm stonecliffs beaten fell stern icy feather full oft eagle screamed spray pinion protector may make merry man faring needy little belief aye winsome life abides mid burgher heavy business wealthy wineflushed weary oft must bide brine neareth nightshade snoweth north frost froze land hail fell earth corn coldest nathless knocketh heart thought high stream saltwavy tumult traverse alone moaneth alway mind lust fare forth afar hence seek foreign fastness there moodlofty man earth midst though given good youth greed deed daring king faithful shall sorrow seafare whatever lord hath heart harping ringhaving winsomeness wife world delight whit else save wave slash yet longing come upon fare forth water bosque taketh blossom cometh beauty berry field fairness land fare brisker admonisheth man eager mood heart turn travel think floodways far departing cuckoo calleth gloomy cry singeth summerward bodeth sorrow bitter heart blood burgher know prosperous man perform wandering widest draweth heart burst breastlock mood mid mereflood whale acre would wander wide earth shelter cometh oft eager ready cry loneflyer whets whalepath heart irresistibly oer track ocean seeing anyhow lord deems dead life loan land believe earthweal eternal standeth save somewhat calamitous ere man tide go turn twain disease oldness swordhate beat breath doomgripped body every earl whatever speaking laud living boasteth last word work ere pas onward frame fair earth gainst foe malice daring ado men shall honour laud beyond remain mid english aye ever lasting lifesblast delight mid doughty day little durable arrogance earthen rich come king csars goldgiving lord like gone howeer mirth magnified whoeer lived life lordliest drear excellence delight undurable waneth watch world holdeth tomb hideth trouble blade layed low earthly glory ageth seareth man going earth gait age fare face paleth greyhaired groaneth know gone companion lordly men earth oergiven may fleshcover whose life ceaseth eat sweet feel sorry stir hand think mid heart though strew grave gold born brother buried body unlikely treasure hoard,Nature
984, sky great dark cloud massing look far pregnant night hear solemn booming gun catch gleaming random light tell ship seek passing passing tearful eye soul deep hurt glassing would hail check ship ship stretch hand imploring cry aloud voice fall dead foot mine lip ghost doth reach vessel passing passing earth sky ocean surpassing heart mine soul dread dark hope way may sight check speeding bark sight sound passing passing,Nature
985, air agittin cool coolah frost acomin de night hicka nut wanuts fallin possum keepin sight tukey struttin de banyad nary step proud ez keep struttin mistah tukey yo know whut time cidah press commence asqueakin eatin apple stoed away chillun swamin roun lak honets huntin aigs ermung de hay mistah tukey keep gobblin de goose aflyin souf oomph dat bird know whuts comin ef hed shet mouf pumpkin gittin good yallah mek open eye seems lak alookin jes alain dah sayin pie tukey gobbler gwine roun blowin gwine roun gibbin sas slack keep talkin mistah tukey aint seed almanac famer walkin thoo de banyad seein thing comin see ef de fowl fattnin good time comin shos bon hyeahs dat tukey gobbler braggin den face break smile nebbah min sassy rascal he gwine nab atter choppin suet de kitchen stonin raisin de hall beef acookin fu de mince meat spice grouni smell em look hyeah tukey stop dat gobblin luned de sense ob feah ol fool yo naiks dangah know thanksgibbins hyeah,Nature
986, wintah summah snow er shine hit de ef kin call mine keep knee hadship frolic grief er caih content night day ef kin see whaih wait beside de way livin dyin smile er teahs soul still free ef thoo de comin yeahs walk de worl wid birdsong breezewail chune er moan puny ting deyll ef wen seemin erlone know yo heat wid,Nature
987, brawling sparrow eaves brilliant moon milky sky famous harmony leaf blotted man image cry girl arose red mournful lip seemed greatness world tear doomed like odysseus labouring ship proud priam murdered peer arose instant clamorous eaves climbing moon upon empty sky lamentation leaf could compose man image cry,Nature
988, west slender moon lie low orion glimmer tree clearing earth even pace slow statelymoving pleiades soft infinite darkness overhead hang jewelwise upon silver thread lonelier star place calm lamp within distant southern sky planetdust upon edge space look upon fretful world look outer vastness unafraid see star sang earth made,Nature
989, hugh macdiarmid stony limit selected poetry copyright 1992 alan riach michael grieve reprinted permission new direction publishing corporation,Nature
990, spot hill yellow ball autumn light prairie cornfield orange tawny gold cluster called pumpkin last october dusk fallen child join hand circle round singing ghost song love harvest moon jackolantern terrible teeth child know fooling,Nature
991, green mile leafy peace spread rank unseen serried screening trench dead living men already buried rain beat torrent flow cold huddling cave beetfields grow fortress gentle grave morose impatient sick heart rasping nerve twitching muscle can not even sleep start every twig snap rustle sought always unseen foe head bullet fly fear snow silent shrapnel sky yonder colonel stalk grief meeting storm thought stormy sit watch leaf fall torn crumpled army mourn every leaf lie though comrade slain shelter eye every prying aeroplane cloudy uniform stilling cannon earthly thunder huge artillery storm plow land pull rain beat slow slipping earth resists beet grow ranker redder,Nature
992, hart crane voyage ii iii iv v vi complete poem hart crane edited marc simon copyright 1933 1958 1966 liveright publishing corporation copyright 1986 marc simon used permission liveright publishing,Nature
993, hugh macdiarmid watergaw selected poetry copyright 1992 alan riach michael grieve reprinted permission new direction publishing corporation,Nature
994, version 1 1921 quick spark gorse bush leaping little jet sunlighttexture imitating flame exultant peewit sweeping lord desolate waste sadness screaming proclaim rabbit handful brown earth lie lowrounded mournful grass bitten quick asleep alive see move arm hill burst heave spurting kick common flaunt bravely rush crowd glittering kingcup surge challenge blossoming bush lazy streamlet push curious course mildly wake leap laugh gush deep pond old sheepdip dark overgrown willow cool brook ebbing slow naked steep soft lip bank stand watching white shadow quivering fro gorse flower shrivelled kissing lost without pulsing water marigold song brook vein breast love embossed withered insolent soul would gone like flower hot wind took soul like passionate woman turn filled remorseful terror man scorned love eye laughter burn run ecstatic pliant fold rippling belly breastlights sunlit skin warm clinging air rich song seven lark singing go kissing glad soul wind blood compare wandering happiness wind wasted liberty drift sad oh water love fold play sway lift sink though living blood blood heaving woman hold owning supple body rare glad thing supremely good version 2 1928 quick spark gorsebushes leaping little jet sunlight texture imitating flame exultant peewit sweeping triumphed oer age screaming proclaim rabbit handful brown earth lie lowrounded mournful turf bitten quick asleep living see lift arm hill burst heave spurting kick common flaunt bravely rush crowd glittering kingcup surge challenge blossoming bush lazy streamlet push bent course mildly wake leap laugh gush deep pond old sheepdip dark overgrown willow cool brook ebbing slow naked steep soft lip turf stand watching white shadow quivering fro gorseflowers shrivelled gone water ceased marigold gudgeon thing look upon white water wimple shadow strain like dog string run look back like white dog master bank substance shadow shadow looking looking back water run run faster run faster white dog dance quiver holding cord quite slack splendid substance shadow neither royally scream peewit mayblobs burst laugh hear flick rabbit pant gorse say insect far near skin sunshine warm clinging air flushed song seven lark singing go kissing glad found everywhere sought substantial touchstone caress naked lad oh water love fold play sway lift sink murmur oh marvellous stuff longer shadow hold close roll enfolds touch never could touch enough sun substance yellow waterblobs wing feather cry mysterious age peewit wheeling right good god take substance rabbit lob confirmation hear sevenfold larksongs pealing,Nature
995, tree autumn beauty woodland path dry october twilight water mirror still sky upon brimming water among stone nineandfifty swan nineteenth autumn come upon since first made count saw well finished suddenly mount scatter wheeling great broken ring upon clamorous wing looked upon brilliant creature heart sore alls changed since hearing twilight first time shore bellbeat wing head trod lighter tread unwearied still lover lover paddle cold companionable stream climb air heart grown old passion conquest wander attend upon still drift still water mysterious beautiful among rush build lake edge pool delight men eye awake day find flown away,Nature
996, give hunger god sit give world order give hunger pain want shut shame failure door gold fame give shabbiest weariest hunger leave little love voice speak day end hand touch dark room breaking long loneliness dusk dayshapes blurring sunset one little wandering western star thrust changing shore shadow let go window watch dayshapes dusk wait know coming little love,Nature
997, passing huddled ugly wall doorway woman haggard looked hungerdeep eye haunted shadow hungerhands huddled ugly wall came sudden city edge blue burst lake long lake wave breaking sun sprayflung curve shore fluttering storm gull mass great gray wing flying white belly veering wheeling free open,Nature
998, desolate lone night long lake fog trail mist creep whistle boat call cry unendingly like lost child tear trouble hunting harbor breast harbor eye,Nature
999, momus name men give face brag tone like long low steamboat whistle finding way mid mist shoreland gray rock let salt water shatter spray horizon purple silent yes momus men flung face bronze gaze gargoyle downward streetwhirl folk artist shaped sad mouth gave tall forehead slanted calm broad wisdom lip corner cheek high bone thrown smile forever wish wish purple silent fled iron thing life evaded like sought bandit gone dream god wonder momus whether shadow dead sit somewhere look deep laughter men play terrible earnest old known solemn repetition history droning monotone soft sea laughter hovers kindliness bronze give human ease mountain peak purple silent granite shoulder heaving earth curve careless eyewitness spawning tide men woman swarming always drift million dust toil salt tear blood drop undiminishing war,Nature
1000, shall foot roadway dusk shape hunger wander fugitive pain go shall foot silence morning see night slur dawn hear slow great wind arise tall tree flank way shoulder toward sky broken boulder road shall commemorate ruin regret shall gravel foot shall watch slim bird swift wing go wind rank thunder drive wild processional rain dust travelled road shall touch hand face,Nature
1001, sat happy garden watching still pool reed dark cloud wind upper air tore like green leafy bough divershued tree late summer though greatly delight waterlilies set nighest weeping rose white color smooth flagstone pale yellow grass among,Nature
1002, potuia potuia white grave goddess pity sadness silence paros thy foot garment decorum thy brother thy lover aforetime cry thee thou hearest whispered thee thy solitude love phrygia far ecstasy burning noon fragile pipe ceased cypress shade brown finger shepherd moved slim shoulder cicada sang told thee hill lisp reed sun upon thy breast thou hearest potuia potuia thou hearest,Nature
1003, ancient song pas deathward mournfully cold lip sing withered wreath regretful eye drooping breast wing symbol ancient song mournfully passing great white surge watched none save frail seabird lithe pale girl daughter okeanos song pas green land lie upon wave leaf flower hyacinth pas water manifold wind dim moon come silently winging soft kimmerian dusk quiet level land keep u wrought u sleep silver day earth dawning proserpine daughter zeus turn kuprians breast turn thee phoibos apollon turn music old hill loved mead turn fiery day lip oversweet silently brushing field redshod foot purple robe searing flower sudden flame death thou hast come upon u ancient song passing swallowblue hall dark stream persephone remains end turn thee death turn thee singing one last song death thou art healing wind blowest white flower atremble dew thou art wind flowing long league lonely sea thou art dusk fragrance thou art lip love mournfully smiling thou art pale peace one satiate old desire thou art silence beauty look morning yearn sun since thy white hand death thou crownest u pallid chaplet slim colorless poppy thy garden alone softly thou gatherest silently slow foot approaching bowed head unlit eye kneel thee thou leaning towards u caressingly layest upon u flower thy thin cold hand smiling chaste woman knowing love heart thou sealest eye illimitable quietude come gently upon u,Nature
1004, stephen spender song new collected poem published faber copyright 2004 reprinted kind permission estate stephen spender,Love
1005, knowlt hoheimer ran away war day curl trenary swore warrant justice arnett stealing hog thats reason turned soldier caught running lucius atherton quarreled told never cross path stole hog went war back every soldier woman,Love
1006, protested life long newspaper lied villainously fault minerva fall tried help poor soul sunk sin could see even trying help called broken law human divine passer ancient admonition way would way pleasantness pathway peace love god keep commandment,Love
1007, w b yeats politics last poem 19381939 copyright 1939 w b yeats reprinted permission scribner simon schuster inc,Love
1008, w b yeats circus animal desertion poem w b yeats new edition edited richard j finneran copyright 1933 macmillan publishing company renewed 1961 georgie yeats reprinted permission p watt ltd behalf michael yeats,Love
1009, lying cold dead light paling west would come hither bend head would lay head breast would murmur tender word forgiving dead would rise hasten away though wild bird know hair bound wound star moon sun would beloved lay dockleaves ground light paling one one,Love
1010, never give heart love hardly seem worth thinking passionate woman seem certain never dream fade kiss kiss everything thats lovely brief dreamy kind delight never give heart outright smooth lip say given heart play could play well enough deaf dumb blind love made know cost gave heart lost,Love
1011, blame filled day misery would late taught ignorant men violent way hurled little street upon great courage equal desire could made peaceful mind nobleness made simple fire beauty like tightened bow kind natural age like high solitary stern could done another troy burn,Love
1012, may blamed took away verse could move day ear deafened sight eye blind lightning went could find nothing make song king helmet sword halfforgotten thing like memory youbut well world life long ago laughing weeping fit hurl helmet crown sword pit dear cling close since gone barren thought chilled bone,Love
1013, shy one shy one shy one heart move firelight pensively apart carry dish lay row isle water would go carry candle light curtained room shy doorway shy gloom shy rabbit helpful shy isle water would fly,Love
1014, feel spring far far faint far scent bud leaf oh spring take heart come world grief deep grief sun turn north day grow long later evening star grows bright daylight linger men fight still fight grass waking ground soon rise blow wave heart sway graf new graf bough lover walked appleblooms shed breath lover parted death grey death,Love
1015, lying dugout joking idly wearily watching candle guttering draught hearing great shell go high u eerily singing often turned laughed pity pride photograph colour size subject khaki brother france mother face worn countless dolour girl whose eye challenging must dance though picture common cheap illtaken card childrenfrozen baby waiting dickybird peep handkerchief home he shy bright look calling delight across mile land sea dread barrage suddenly falling could quite blot outnot mud lethargy smile triumphant careless laughter pain wide earth sacred thing lying dugout hearing great shell slow sailing milehigh heart mount higher sings onceo keep bitter token dead lovethat boy suddenly moved showed eye wet low talk broken girl better beloved,Love
